"","genename","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GTSF1L","GTSF1L",0.810823590130637,0.677629648707284,0.284890666325886,2.37856037000575,0.0173803906866838,0.034901021212152
"GPR152","GPR152",1.40441420438541,-0.615013713672981,0.258582863322013,-2.37840089544954,0.0173879102493447,0.0349099771917422
"RFX4","RFX4",1.00267046278309,-1.30740024617112,0.549700509939567,-2.37838645322497,0.0173885913716382,0.0349099771917422
"THOC2","THOC2",1590.41245814625,0.135213826736423,0.0568585948362777,2.37807190145599,0.0174034320259284,0.0349360140636647
"P2RY8","P2RY8",156.275147572362,0.339351332993581,0.142738973577926,2.37742590189159,0.0174339453254373,0.034993503548692
"CASP6","CASP6",548.165325477784,0.164341707492215,0.0691389308083701,2.37697785561243,0.0174551359920132,0.0350322702463361
"SAV1","SAV1",886.353121187766,-0.165397142211017,0.0695944793535523,-2.37658423121136,0.017473771369154,0.0350659007209182
"MAD2L2","MAD2L2",607.58182877701,0.23121626603221,0.0972938848857359,2.37647274855717,0.0174790524660901,0.035072727830528
"CYP4F11","CYP4F11",129.396888346142,-0.56421052803862,0.237465007079649,-2.37597334856743,0.017502726955322,0.0351126825689043
"PSORS1C2","PSORS1C2",8.54847687465024,0.73450798108538,0.309139282838421,2.37597750224868,0.0175025299305817,0.0351126825689043
"RWDD4A","RWDD4A",548.116654382946,-0.136022924380323,0.0572521198301031,-2.37585830505444,0.0175081846750617,0.0351198567393903
"CPNE1","CPNE1",2592.47649906738,-0.236559073826481,0.0995703049374942,-2.37579943111535,0.017510978260224,0.0351216859259705
"PON1","PON1",7.169043085021,-0.853189236749811,0.359209330357194,-2.3751867355489,0.0175400740420464,0.0351762632421613
"TOMM40","TOMM40",1247.31688696789,0.20950147658504,0.0882065661900249,2.37512336818222,0.0175430856582995,0.035178523185664
"NPLOC4","NPLOC4",2682.66208038568,0.148109338112083,0.0623611014195185,2.37502761722753,0.0175476372065493,0.0351838702825484
"CHRNE","CHRNE",22.2386091340142,-0.327179867572791,0.137768120631573,-2.37485904629383,0.017555652788339,0.0351961610412834
"C9orf93","C9orf93",64.3436287449191,-0.224131119841756,0.094378751026082,-2.37480489416327,0.0175582284141107,0.0351975441251613
"PLA2G4C","PLA2G4C",197.53132771995,-0.269851851796494,0.113640211466447,-2.37461588916676,0.0175672206127483,0.0352117883093801
"GPC1-AS1","GPC1-AS1",114.451035782605,0.599811582738193,0.252728076053399,2.37334763950586,0.0176276640047969,0.0353291472833173
"SEPT12","SEPT12",3.27500181856094,0.624984256660566,0.263343532033013,2.37326602189803,0.0176315600462016,0.0353331617202441
"FCRL2","FCRL2",15.501790782209,0.70497975653769,0.297126725598384,2.37265683562436,0.0176606635867994,0.035387685007795
"CTNS","CTNS",359.846580531347,-0.12654069287605,0.0533362051737316,-2.37251023884939,0.0176676734495467,0.0353979309720685
"LGALS9B","LGALS9B",7.31065458512316,-0.92697489553779,0.390729634243321,-2.37242024739933,0.0176719778060516,0.0353989553283916
"TYRO3","TYRO3",226.337584354914,0.250404940037732,0.105546761669304,2.37245497708677,0.017670316550949,0.0353989553283916
"NLGN3","NLGN3",27.3476630549618,0.255422795460661,0.107689597247893,2.37184279622384,0.0176996195924433,0.0354505204091592
"ING5","ING5",400.409241704347,-0.159647015665641,0.0673109178300785,-2.37178485767581,0.0177023951209038,0.0354522752072608
"VPRBP","VPRBP",946.370961477564,-0.13517652372935,0.0570087370705139,-2.37115450500421,0.0177326166319792,0.0355089893183019
"TMEM14B","TMEM14B",984.010637354199,0.160963701086887,0.0678987640861508,2.37064257727364,0.0177571936607157,0.0355543895813407
"POU5F1B","POU5F1B",15.24324370577,-0.36637397989426,0.154643036443078,-2.36915924778235,0.0178285751369596,0.0356934843860721
"BEND3P3","BEND3P3",50.1458152146144,-0.305695242191396,0.129045476431448,-2.36889545178121,0.0178412959496954,0.0357151210747603
"VWC2","VWC2",0.897079465200707,-1.14134140529832,0.481891986924714,-2.36845898306384,0.0178623608783715,0.0357534547769227
"AUTS2","AUTS2",1763.28910507338,-0.258060792466012,0.108996787172391,-2.36759999226271,0.0179038812909183,0.0358327197399733
"FAM133A","FAM133A",8.26104578067573,-0.591243270324768,0.249748838883122,-2.36735142781368,0.0179159117321214,0.0358491093996618
"GPRC5A","GPRC5A",4010.3866619338,0.371419202063251,0.156889858558915,2.367388214094,0.0179141308413522,0.0358491093996618
"POM121L1P","POM121L1P",1.00737191814877,0.361499857618778,0.152728809939128,2.36693953002618,0.0179358630470165,0.0358851842397431
"EPR1","EPR1",478.099796161578,0.364435199821966,0.153972635106056,2.36688291767524,0.0179386067307701,0.0358868268627893
"C15orf24","C15orf24",1060.5733460883,0.137559972192872,0.0581207278883217,2.36679713401374,0.0179427648853189,0.0358912985301122
"HIST1H4J","HIST1H4J",46.0005803314141,0.374913029838003,0.158416074986789,2.36663501396097,0.0179506255666985,0.0359031746895014
"PIP5K1A","PIP5K1A",1868.7545300837,-0.148253385559579,0.0626567276594554,-2.36612078379433,0.0179755789016367,0.0359492317796045
"GTF2I","GTF2I",3133.11452822853,-0.207492127208549,0.0877190534761625,-2.36541685056981,0.0180097869584009,0.0360137854701685
"C11orf9","C11orf9",62.5987746252852,-0.425380922273891,0.179837275320307,-2.36536569805258,0.0180122749664536,0.0360149022226949
"LGI3","LGI3",2.91346618466278,-0.709113735535878,0.29981565630484,-2.36516579646154,0.018022000870323,0.0360304891007474
"TAS2R14","TAS2R14",8.0295749713698,-0.262265679780599,0.110889678423181,-2.36510452108745,0.0180249830501627,0.0360325916923302
"ZBTB34","ZBTB34",330.123262244289,-0.139051694841279,0.0587981449092125,-2.36489935279391,0.0180349714276022,0.0360486979756045
"IRF6","IRF6",1430.37485771942,-0.252226560135006,0.106660225581088,-2.36476679812806,0.0180414272734033,0.0360577406636762
"ASGR1","ASGR1",12.5841531640187,-0.371473877766713,0.157119248107878,-2.36427988448404,0.0180651589367329,0.0361013053055803
"TOMM5","TOMM5",1010.76475075984,0.183736311668789,0.077724608480242,2.3639400089805,0.0180817403126663,0.0361305730581219
"HOXB9","HOXB9",54.2476621929705,0.516397462036713,0.218501441104257,2.36335952489355,0.0181100909919209,0.0361833492147509
"IZUMO1","IZUMO1",0.494063012174163,-0.722024957941326,0.305648330439493,-2.36227352167481,0.018163235638432,0.0362856462797103
"KALRN","KALRN",279.349264573546,0.293405341599144,0.124210158311974,2.36216864696533,0.0181683750100489,0.0362920290627743
"IGFBPL1","IGFBPL1",7.69777807036149,0.666257393464026,0.282073253538213,2.36200130677674,0.0181765781313764,0.0363006452837729
"PYCR2","PYCR2",1777.37358822114,-0.175903784822318,0.0744720704466103,-2.3620101303404,0.0181761455137532,0.0363006452837729
"HECTD1","HECTD1",3358.93576625502,0.167715967205508,0.0710135737505668,2.36174520373536,0.0181891387434499,0.0363218438693156
"YPEL5","YPEL5",1970.201586059,0.103684800197655,0.0439027250144938,2.3616939532438,0.018191653243945,0.0363229790113643
"NEK5","NEK5",25.2390577556002,-0.472615778554318,0.200147152667881,-2.36134150426094,0.0182089536774927,0.0363536335854532
"CARD8","CARD8",581.845610097514,-0.146308573449001,0.0619732144923298,-2.36083563919553,0.018233809922744,0.036399364942034
"ZCCHC5","ZCCHC5",4.14452000254385,-0.381693338000315,0.161690701348774,-2.36063876782243,0.0182434914452226,0.0364147971152903
"ZNF519","ZNF519",54.4192179426985,-0.213649670284054,0.0905083671045963,-2.36055159449677,0.0182477797960217,0.0364194621356657
"ZXDA","ZXDA",64.1882825353956,-0.174049585342477,0.0737363406391175,-2.36043155700275,0.018253686290796,0.0364273553531174
"LILRA6","LILRA6",65.3453806975916,0.350241921634794,0.148388283034221,2.36030712447843,0.0182598108116997,0.036435681932903
"MXRA7","MXRA7",1894.48706397563,-0.218860164892692,0.0927298169626557,-2.36019192166455,0.0182654826536181,0.0364431035520878
"EEF1E1","EEF1E1",322.007739153593,0.159029018602745,0.0673829551929852,2.36007782898932,0.0182711013596487,0.036450417579932
"HHIPL1","HHIPL1",89.9855812669958,0.300226946732775,0.127219393886116,2.35991492776276,0.0182791263562424,0.0364573236517956
"PCDHGA6","PCDHGA6",32.5649339186363,-0.341365389981739,0.144653178808892,-2.35988861629326,0.0182804228265286,0.0364573236517956
"RFPL3","RFPL3",0.391392748862008,0.705322112842368,0.298876864390506,2.35990870113255,0.0182794331596969,0.0364573236517956
"APBA2","APBA2",141.969788399872,0.42739799261185,0.181115916025277,2.35980361081133,0.0182846119334111,0.0364617822368715
"ZNF714","ZNF714",211.303562125359,0.262429724324437,0.111216512296703,2.35962914953067,0.0182932120932187,0.0364750351158987
"HAMP","HAMP",21.1411504515873,0.391104985998036,0.165770190697288,2.35932036002921,0.0183084427139926,0.0365015043000077
"ALAS2","ALAS2",0.664344259283137,-1.00406210159162,0.425664091487093,-2.35881325597339,0.0183334790150707,0.0365475153066639
"BHLHE22","BHLHE22",38.8686687977074,-0.360166205355356,0.152708172327347,-2.35852606881641,0.0183476710586041,0.0365679957617561
"IQCK","IQCK",551.446081285718,-0.203239084490178,0.0861715769214719,-2.3585396919844,0.0183469976198032,0.0365679957617561
"ACOX2","ACOX2",446.743074125742,0.504396898634848,0.213865373649801,2.35847856072664,0.0183500197118355,0.0365687719326723
"NOL6","NOL6",1318.20072043131,0.121052912604739,0.0513426970590788,2.3577435456,0.0183863901374019,0.0366373408684324
"SARS","SARS",2852.23430653618,-0.125894448100374,0.0534213735598802,-2.3566306837704,0.0184415774750705,0.0367433863761946
"SNX16","SNX16",317.175529840431,-0.193270651183473,0.0820170369414141,-2.35646956279985,0.0184495795419098,0.0367554063560408
"RICTOR","RICTOR",849.629064277474,-0.181846340283075,0.0771842174848139,-2.35600419630935,0.0184727090178517,0.0367975575046106
"LILRA3","LILRA3",5.09657081225439,0.567123134908441,0.240749113808589,2.3556603218043,0.0184898164437666,0.0368277050392599
"BAZ1B","BAZ1B",2823.25402475554,0.13498902245517,0.0573067112660892,2.3555534678719,0.0184951351469549,0.0368343680663586
"C16orf79","C16orf79",27.7112032806865,-0.398215098522682,0.169086749217726,-2.3550934674953,0.0185180471672585,0.0368721304007767
"GOLGA6B","GOLGA6B",1.76650929509074,-0.524282589654677,0.222614133494786,-2.35511816533857,0.0185168163691014,0.0368721304007767
"CERK","CERK",832.188739054781,0.20303371522788,0.0862141214039549,2.35499372865575,0.0185230183045243,0.036878094576421
"ARHGAP42","ARHGAP42",127.612638680078,0.306377799844937,0.130099632030816,2.35494747419706,0.0185253240942791,0.0368787515166083
"BMP7","BMP7",233.389896509681,0.539207097515813,0.228975427575737,2.35486883123064,0.0185292450312216,0.0368826232811935
"GTF2A1","GTF2A1",214.301541116253,0.280428677088756,0.119098964265386,2.35458535528387,0.0185433844435187,0.0369010302670172
"SUMF1","SUMF1",1310.45869063877,-0.172073455247373,0.0730786931441621,-2.35463235375494,0.0185410395680638,0.0369010302670172
"ZNF366","ZNF366",32.3351224895118,-0.344070453343947,0.14612912438329,-2.35456453185517,0.0185444234612709,0.0369010302670172
"PCDH15","PCDH15",0.563409195283698,-1.42631486933173,0.605780043010148,-2.35450950520638,0.0185471693477151,0.036902560054909
"C2orf34","C2orf34",107.17886118871,0.187186232972715,0.0795102345118069,2.35424073544795,0.0185605863489803,0.0369213838008864
"DIO3","DIO3",25.0113612758272,0.556010455689164,0.236171477871121,2.35426589485365,0.0185593300298475,0.0369213838008864
"CPEB4","CPEB4",1119.90334004375,-0.249422781550072,0.105956660166061,-2.35400758347011,0.0185722321872361,0.0369406131473532
"FLOT2","FLOT2",2759.61392803533,0.17800412425388,0.0756506612172335,2.35297512790715,0.0186238797679214,0.0370393943386525
"LGALS7B","LGALS7B",16.8915363359617,-0.96405661210584,0.409762292151675,-2.35272164025525,0.0186365794379567,0.0370578403149509
"PPP2R1B","PPP2R1B",730.42930331155,0.183650347733814,0.0780590423856095,2.35271074460005,0.0186371254774414,0.0370578403149509
"FAHD2B","FAHD2B",293.564157305732,-0.237914703619327,0.101127533856621,-2.35262044416748,0.0186416514532405,0.0370628913905768
"RAB3A","RAB3A",136.147269534669,-0.268516446690343,0.114146286623525,-2.35238880416634,0.0186532659507306,0.0370820331207144
"C9orf129","C9orf129",98.6075611612093,-0.236892430096644,0.10071122142074,-2.35219498636584,0.0186629888963449,0.0370974108360253
"ALG5","ALG5",668.327611403883,0.157441286454244,0.0669429885590644,2.35187119432728,0.0186792419415998,0.037125764118833
"ITGB5","ITGB5",5348.69963994272,0.230546904040166,0.0980427456403276,2.35149375442762,0.0186982035209786,0.0371594941140402
"HSPA13","HSPA13",993.373493464721,-0.211759758696325,0.0900584324844772,-2.35135958793004,0.018704947745443,0.0371689396006274
"EIF3J","EIF3J",1632.86103786877,0.118748523193889,0.0505143211678996,2.35078925042252,0.0187336409853154,0.0372219937184279
"CYB5A","CYB5A",2169.86008013027,0.285110349536168,0.121326924790193,2.34993469115944,0.0187767052678653,0.0373035874214695
"AGAP6","AGAP6",118.111640097618,-0.228658128837215,0.0973060777863337,-2.34988537241534,0.0187791932556936,0.0373045596123373
"REEP6","REEP6",1481.96564061001,0.446139793392415,0.189941907170888,2.3488223322462,0.0188328906922784,0.0374072475014766
"MIOX","MIOX",1.64011242872342,0.649953857455223,0.276793738457064,2.34815231398757,0.018866804333932,0.0374706217166249
"NME3","NME3",1127.94989092036,-0.305467351410673,0.130104109608057,-2.3478685825598,0.018881181772959,0.0374951864871028
"LEPREL2","LEPREL2",818.97313147873,-0.315493476388125,0.134385527933801,-2.34767449470852,0.0188910222476794,0.0375107372609506
"ZNF227","ZNF227",321.072802965798,-0.139657472969834,0.0594976274228939,-2.34727801794825,0.0189111380102869,0.0375466855613239
"GDF6","GDF6",17.1826436722005,-0.432220006863594,0.184167475648467,-2.34688565579626,0.0189310634515812,0.0375822483858501
"UPK2","UPK2",9.98684349407613,0.595066377348115,0.253570511975903,2.34674912595778,0.0189380011904187,0.0375920229947
"SIGLEC7","SIGLEC7",45.1919105657752,0.28028789581188,0.119446990053042,2.34654632726547,0.0189483104729101,0.0376084873433504
"ADAT2","ADAT2",112.786600235085,-0.236624525963765,0.100854977226658,-2.34618590445945,0.0189666446973354,0.03762915395805
"CHMP1B","CHMP1B",1549.68477044147,-0.122732372082947,0.0523091978532721,-2.34628664020451,0.0189615188439311,0.03762915395805
"CRYBG3","CRYBG3",266.165719736475,0.327996300950635,0.139799958478855,2.34618310705898,0.0189667870579874,0.03762915395805
"KRT3","KRT3",0.888066163939008,1.12722333949481,0.480437998303895,2.34624102064009,0.0189638400068904,0.03762915395805
"PLSCR3","PLSCR3",642.512023834703,-0.180991105971573,0.0771534897579428,-2.34585767331335,0.0189833548691471,0.0376580208983558
"CA9","CA9",166.390526589822,0.971689247800932,0.414287317681381,2.34544772753154,0.0190042431921501,0.0376954515601999
"ZNF35","ZNF35",174.817572879406,0.133528264867248,0.0569556579820573,2.3444249368397,0.0190564459739757,0.0377949807782655
"CHCHD5","CHCHD5",409.853598001405,-0.23670563945228,0.101008824242444,-2.34341545134842,0.0191080925533062,0.0378933858380218
"C6orf164","C6orf164",8.9762213076718,-0.296496094788684,0.126557190987873,-2.3427834678876,0.019140487887545,0.0379535967726578
"BMS1P4","BMS1P4",33.5653293995552,-0.250862509402611,0.107117055925289,-2.34194738863604,0.0191834188922541,0.038034683835131
"ZNF654","ZNF654",393.618176547209,0.152312207158658,0.065038621356705,2.34187324364242,0.0191872301499304,0.038038199760855
"FAM18A","FAM18A",18.3416955035626,-0.302291437793883,0.129107876101905,-2.34138649725199,0.0192122666983758,0.0380716591915473
"IQCH","IQCH",64.6784860994062,-0.272902034957183,0.116551256738271,-2.34147655370216,0.0192076323548611,0.0380716591915473
"NGRN","NGRN",3069.42453657391,-0.165185194485998,0.070550075037111,-2.34138935216025,0.0192121197685745,0.0380716591915473
"SAMD3","SAMD3",36.0571226678391,0.422037096448128,0.180250213324856,2.34139582230347,0.0192117867818753,0.0380716591915473
"SPCS3","SPCS3",2626.97874272492,0.145032797743852,0.0619486553337586,2.34117749549951,0.0192230257842931,0.0380889359091116
"DHX9","DHX9",5064.024950734,0.105754326908907,0.0451816606837274,2.34064718535225,0.0192503489642877,0.0381390259440005
"TMEM249","TMEM249",9.01522217632141,-0.431465165442866,0.184389929534799,-2.33996057448157,0.0192857756483637,0.0381971329864398
"INHBA","INHBA",404.056500524244,0.358767426775277,0.153322049343493,2.33995976646202,0.019285817372848,0.0381971329864398
"RPL7A","RPL7A",15727.9267478435,0.17571519501591,0.0750909465837894,2.34003169503051,0.0192821034371081,0.0381971329864398
"ZNF790","ZNF790",116.899341036651,-0.139469358325018,0.059607147107383,-2.33980931974084,0.0192935875100602,0.0382084679973764
"C1orf227","C1orf227",0.607425372972656,0.45054626073529,0.192562069368276,2.33974563221803,0.0192968776101891,0.0382109294074029
"AAAS","AAAS",725.108449681922,-0.120637196913,0.0515710275405952,-2.33924361538148,0.0193228289906466,0.0382582585244955
"ATPIF1","ATPIF1",1614.48879468442,0.19183826275357,0.0820168212137383,2.33901119202894,0.0193348542653036,0.0382780075161106
"UBAP1","UBAP1",1358.3216795725,0.104464879943687,0.0446755805164108,2.33829932898833,0.0193717258083431,0.0383469362830335
"CBWD3","CBWD3",595.785099624362,-0.276740129451008,0.118368140066855,-2.33796129004566,0.0193892563237573,0.038377568322686
"ZBP1","ZBP1",76.7695337775644,0.484953869660227,0.207439135620784,2.33781281535401,0.0193969605206624,0.0383887464869222
"DDX56","DDX56",1608.26434332161,0.127013950437381,0.0543320268975673,2.33773627987121,0.0194009329117062,0.0383896987253009
"NCKAP5L","NCKAP5L",507.444401789586,-0.162103987648029,0.0693426458592751,-2.33772429129695,0.0194015552143457,0.0383896987253009
"SYNE1","SYNE1",957.63895006467,-0.251039089377855,0.107399812119981,-2.3374257777789,0.0194170560720988,0.0384162976028963
"RPS6KL1","RPS6KL1",112.63540077944,0.320222703317374,0.137009267280389,2.33723389427401,0.0194270256845876,0.0384319485323612
"FKRP","FKRP",245.856572413126,-0.135584720298391,0.0580143492775047,-2.33708939231289,0.0194345364656028,0.0384427324216275
"NPIPB13","NPIPB13",23.9925006665633,-0.472239241457912,0.202099276215233,-2.336669632379,0.0194563687260811,0.0384818398084459
"MRPS18B","MRPS18B",1550.5593458566,0.142016146346354,0.0607921592574544,2.33609314229022,0.0194863876464873,0.0385371292033996
"CTR9","CTR9",1674.93629445358,-0.150436355788867,0.0644036911967072,-2.33583437522846,0.019499875285,0.0385597173635475
"C5orf56","C5orf56",73.5232835933687,-0.232989374319019,0.0997581735729343,-2.3355417002365,0.019515140124461,0.0385858146634603
"KTI12","KTI12",188.979449901752,0.132848688790042,0.0568847607527698,2.33540032571155,0.0195225174324365,0.0385963126656527
"FAM113B","FAM113B",320.493094112168,0.343320153476957,0.147014545386005,2.335280176363,0.0195287890678124,0.038604622744198
"SNX29","SNX29",668.881621626011,0.150998101336247,0.0646635445696017,2.33513492557956,0.019536373314469,0.0386155255654521
"TMEM110","TMEM110",221.312307268864,0.155606110457529,0.0666437422377814,2.33489454872348,0.0195489302063933,0.0386362539498445
"EARS2","EARS2",965.724847666235,-0.157062825581829,0.0672745302798249,-2.33465510540964,0.0195614453401789,0.0386529363476839
"HGFAC","HGFAC",3.0885861184798,-0.71117249153143,0.304615822282064,-2.3346538147743,0.0195615128175849,0.0386529363476839
"DGUOK","DGUOK",844.179168958046,0.158557369254568,0.0679179591531357,2.33454260451298,0.0195673279113176,0.0386603340176505
"IDS","IDS",3226.08885301457,-0.162619789296837,0.0696632973650031,-2.33436824623425,0.0195764480028629,0.0386742593113289
"JAK3","JAK3",297.470428440075,0.346824988747492,0.148578925866642,2.33428116891077,0.0195810041130397,0.0386791662366266
"USP6","USP6",54.4494965167365,-0.228436904784328,0.0978680887122351,-2.33413064248153,0.0195888822285342,0.0386906335233429
"HIST1H3D","HIST1H3D",60.2154086947324,0.460928312861268,0.197479876397324,2.33405206277267,0.0195929959617298,0.0386946640171078
"TSC22D2","TSC22D2",554.023272439856,0.149522538785664,0.0640763673531239,2.33350523698772,0.0196216437880252,0.0387471414836532
"UHRF1","UHRF1",466.044757644753,0.289940546527964,0.124269086516244,2.3331671186789,0.0196393758722984,0.0387780546552893
"MYL12B","MYL12B",8032.38309134066,0.142018501866519,0.060884458041579,2.33259039227273,0.0196696536808459,0.0388298320273459
"SEMA4B","SEMA4B",2407.42365455772,0.227389849612841,0.0974839160785398,2.33258837724205,0.0196697595402387,0.0388298320273459
"STMN3","STMN3",1135.08351089802,-0.364997538517579,0.156501591941577,-2.33222891850094,0.0196886516247244,0.0388630163468148
"COG3","COG3",757.119239780533,0.1482712802702,0.0635765030428502,2.33217105650285,0.0196916941598456,0.0388649118635421
"COPA","COPA",9587.60924222824,0.152536822068755,0.0654068017779093,2.33212476260035,0.0196941287099285,0.0388656071443028
"RALGPS1","RALGPS1",359.072822920574,-0.208939282590814,0.0896029778174683,-2.33183413855338,0.0197094183439084,0.0388894390068435
"TNKS2","TNKS2",1652.02915644274,0.167719093762898,0.0719263837438786,2.33181601844639,0.019710371979895,0.0388894390068435
"RPS13","RPS13",7530.81699883398,-0.170016337398046,0.0729226315713174,-2.3314619033156,0.0197290166559116,0.0389221113923042
"MKS1","MKS1",356.160857678909,0.172005786050462,0.0737859648111829,2.33114504215838,0.0197457129104144,0.0389509333621734
"COX7A2","COX7A2",1797.89146311128,0.183699691437334,0.0788093653858156,2.33093732626855,0.0197566647055899,0.038968418760418
"UTP14A","UTP14A",605.797602627432,0.120842026587355,0.0518525548791233,2.33049320075081,0.0197800989662912,0.0390105185128725
"PAPLN","PAPLN",289.96912011547,-0.30548675497306,0.131087533670505,-2.33040279589756,0.019784872145887,0.0390158096780752
"ZNFX1","ZNFX1",2329.94476669356,0.186331222240115,0.0799720088083987,2.32995550588878,0.0198085028862008,0.0390582829464333
"NLRP11","NLRP11",0.725128717631365,-0.977996606512552,0.41977805876487,-2.32979448566262,0.0198170157626159,0.039070941080514
"JRK","JRK",452.174050184347,-0.231845092304087,0.0995282548069867,-2.32943994400082,0.019835771062041,0.0391037882206374
"DLGAP4","DLGAP4",2212.02545166018,0.130871338732726,0.0561832890937082,2.32936413734065,0.0198397832546158,0.0391075672665967
"RSKR","RSKR",53.2542169009161,0.272910924713388,0.117165907026981,2.3292690820935,0.0198448152116781,0.0391133554304089
"SAGE1","SAGE1",0.979315859555818,-1.50277596623972,0.645192134731292,-2.32919139174812,0.019848928747248,0.0391173323901789
"CXorf41","CXorf41",0.957212185094941,-1.20232366394493,0.516222395821619,-2.32908078703427,0.0198547863117143,0.0391247451972284
"PSMB8","PSMB8",1848.35034925776,0.26263223015949,0.11276499810031,2.32902260970968,0.0198578679562914,0.0391266869422758
"DNAJA4","DNAJA4",1736.51197107586,0.273540688283076,0.117459861899715,2.32880137826673,0.0198695903678246,0.0391456517010181
"DPY19L1","DPY19L1",557.68245224006,-0.225826400238418,0.0969740245460484,-2.32873082555405,0.0198733300214648,0.0391488870554765
"GPR176","GPR176",102.425946514129,-0.285147004253926,0.122481932676071,-2.32807401078538,0.0199081740529666,0.0392133884232399
"KLF5","KLF5",624.641181129845,-0.426362489755179,0.183146528607214,-2.327985646234,0.019912865861366,0.0392184912211034
"PIH1D2","PIH1D2",41.1391703651653,-0.291638013880653,0.125279062200132,-2.32790706410911,0.0199170390724642,0.0392197083641075
"TAP1","TAP1",3599.31708817649,0.325053298534684,0.139635291872607,2.32787352090931,0.0199188206624125,0.0392197083641075
"UBE2K","UBE2K",2301.18526205495,-0.132785538621095,0.0570420067118042,-2.32785531708189,0.0199197875859491,0.0392197083641075
"POLN","POLN",42.9835917666663,-0.354660800397136,0.152390865237219,-2.32731010382449,0.0199487664019749,0.039272621547607
"CASC4","CASC4",2855.17721039829,-0.160194303958086,0.068865979174064,-2.32617478004898,0.0200092285092539,0.039387497376632
"DPF2","DPF2",1220.44660935219,-0.112821529995206,0.0485019674558661,-2.32612275157429,0.0200120031347076,0.039388805073217
"GPR172A","GPR172A",1724.54705863366,0.240880970360807,0.103557290806615,2.3260648138298,0.0200150932906867,0.0393907334743427
"XRCC1","XRCC1",911.759214831565,-0.135370618171443,0.0582117759031841,-2.32548511140747,0.0200460351218471,0.0394474692197445
"DOCK5","DOCK5",384.06838414873,0.278938144586838,0.119960612007818,2.32524776189587,0.020058715780763,0.0394682616537994
"CD300LB","CD300LB",22.9034853412275,-0.381309566887833,0.164017684004582,-2.32480765230889,0.0200822476471898,0.0395103986860754
"HSPA1A","HSPA1A",17089.8755448874,-0.248047197235805,0.106699141131522,-2.32473471300065,0.0200861499069997,0.0395139110470225
"CAGE1","CAGE1",1.20715229133194,-0.695745483700812,0.299309260323158,-2.32450370212278,0.0200985133778637,0.0395340659919724
"BAT2L2","BAT2L2",5890.18611543589,0.156807347600981,0.0674604126605601,2.32443504889285,0.0201021889098843,0.0395371291889347
"PPIL6","PPIL6",88.4738337092784,0.285941570409141,0.123019601131471,2.324357807855,0.0201063249141333,0.0395405647892835
"SYF2","SYF2",1086.93878904169,-0.109268372907471,0.0470108321780559,-2.32432330688407,0.0201081725679014,0.0395405647892835
"NACA2","NACA2",65.6864646625407,-0.334921914401004,0.144102121510912,-2.32419835939502,0.0201148652051324,0.0395495585224687
"NCAPG2","NCAPG2",737.559333559419,0.221418613656075,0.0952839908359022,2.32377560714687,0.0201375237545087,0.0395899390012539
"C11orf68","C11orf68",832.561805667848,-0.143203020262904,0.0616541614801282,-2.32268214869908,0.0201962339556997,0.039701180282584
"CD3EAP","CD3EAP",528.850098548626,-0.15591301457299,0.0671526759623861,-2.32176919740802,0.0202453666797479,0.0397935729862568
"ELAVL3","ELAVL3",3.87171801431643,-1.22279079200108,0.526678242789598,-2.32170363735638,0.0202488989655372,0.0397963250702066
"FCGR1B","FCGR1B",128.698693336865,0.270177744715353,0.116393815610185,2.3212379738474,0.0202740037545671,0.0398414697914293
"SELPLG","SELPLG",607.132216614532,0.263365729751103,0.113468458329693,2.32104792492968,0.0202842574468036,0.0398574234387398
"CD96","CD96",165.102907470557,0.427342078194393,0.184177317615325,2.32027528540157,0.0203259901981688,0.0399352217946126
"TOLLIP","TOLLIP",1360.22195539981,-0.162206835689778,0.0699099701996345,-2.32022464358919,0.0203287281394083,0.039936397297343
"PRCC","PRCC",2066.45884143756,-0.13491698079556,0.0581594623359231,-2.31977696107804,0.0203529460174692,0.0399797660930396
"PHTF2","PHTF2",755.237487517525,0.156691845545762,0.0675542285820222,2.31949722222809,0.0203680915716027,0.040005306659367
"PATL1","PATL1",1271.81348516838,0.167846935482088,0.0723907185067917,2.31862507990358,0.0204153740173935,0.0400939558117265
"SH3GLB1","SH3GLB1",2570.96762460308,0.117712985850105,0.0507790746437623,2.3181396407066,0.0204417331379947,0.0401372763539523
"TBL3","TBL3",1123.48722902193,-0.175486280556422,0.0757007399700034,-2.3181580606208,0.0204407324037522,0.0401372763539523
"LINC00923","LINC00923",0.25890305999312,1.61366142857034,0.696156190841865,2.31795888594904,0.0204515556180472,0.0401523388672401
"TXNL4A","TXNL4A",1048.19043342672,0.182265003204387,0.0786386320044548,2.31775399137236,0.0204626948691542,0.0401699831439591
"CAV3","CAV3",0.354635049234009,1.04993438902728,0.453005567618113,2.31770747222336,0.0204652246553951,0.040170724386681
"SLA2","SLA2",63.3213697170554,0.414568943341796,0.178901152834957,2.31730727707635,0.0204869991814381,0.0402092365637794
"CXCL10","CXCL10",1131.08200294375,0.489627820205019,0.211330027012734,2.31688713206626,0.0205098809134984,0.0402499134949476
"C19orf12","C19orf12",514.937865494152,-0.181802388666972,0.0784749561752098,-2.31669308946239,0.020520456288528,0.0402664336233574
"FOXK1","FOXK1",1014.59968241993,-0.197550483709689,0.0852934384996923,-2.31612756132937,0.0205513048571405,0.0403227273371731
